time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	class
102	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
103	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
104	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
105	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
106	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
107	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
108	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
109	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
110	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
111	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
112	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
113	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
114	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
115	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
116	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
117	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
118	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
119	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
120	-1e-05	-1e-05	-1e-05	-1e-05	-2e-05	-2e-05	-1e-05	-1e-05	0
121	-1e-05	-2e-05	0	7e-05	3e-05	0	-2e-05	-1e-05	0
122	-1e-05	-2e-05	0	7e-05	3e-05	0	-2e-05	-1e-05	0
123	-1e-05	-2e-05	0	7e-05	3e-05	0	-2e-05	-1e-05	0
124	-1e-05	-2e-05	0	7e-05	3e-05	0	-2e-05	-1e-05	0
125	-1e-05	-2e-05	0	7e-05	3e-05	0	-2e-05	-1e-05	0
126	-2e-05	-3e-05	-4e-05	-3e-05	-3e-05	1e-05	1e-05	0	0
127	-2e-05	-3e-05	-4e-05	-3e-05	-3e-05	1e-05	1e-05	0	0
128	-2e-05	-3e-05	-4e-05	-3e-05	-3e-05	1e-05	1e-05	0	0
129	-2e-05	-3e-05	-4e-05	-3e-05	-3e-05	1e-05	1e-05	0	0
130	-2e-05	-3e-05	-4e-05	-3e-05	-3e-05	1e-05	1e-05	0	0
131	-2e-05	-3e-05	-4e-05	-3e-05	-3e-05	1e-05	1e-05	0	0
132	-2e-05	-3e-05	-4e-05	-3e-05	-3e-05	1e-05	1e-05	0	0
133	-2e-05	-3e-05	-4e-05	-3e-05	-3e-05	1e-05	1e-05	0	0
134	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
135	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
136	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
138	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
139	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
140	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
141	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
142	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
143	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
144	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
145	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
146	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
147	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
148	0	1e-05	0	0	-7e-05	-2e-05	-1e-05	-1e-05	0
149	-3e-05	-2e-05	-1e-05	-2e-05	7e-05	-1e-05	0	1e-05	0
150	-3e-05	-2e-05	-1e-05	-2e-05	7e-05	-1e-05	0	1e-05	0
151	-3e-05	-2e-05	-1e-05	-2e-05	7e-05	-1e-05	0	1e-05	0
152	-3e-05	-2e-05	-1e-05	-2e-05	7e-05	-1e-05	0	1e-05	0
153	-3e-05	-2e-05	-1e-05	-2e-05	7e-05	-1e-05	0	1e-05	0
154	-3e-05	-2e-05	-1e-05	-2e-05	7e-05	-1e-05	0	1e-05	0
155	-3e-05	-2e-05	-1e-05	-2e-05	7e-05	-1e-05	0	1e-05	0
156	-3e-05	-2e-05	-1e-05	-2e-05	7e-05	-1e-05	0	1e-05	0
157	-3e-05	-2e-05	-1e-05	-2e-05	7e-05	-1e-05	0	1e-05	0
158	-1e-05	1e-05	0	-1e-05	5e-05	-1e-05	-2e-05	-3e-05	0
159	-1e-05	1e-05	0	-1e-05	5e-05	-1e-05	-2e-05	-3e-05	0
160	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
161	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
162	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
163	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
164	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
165	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
166	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
167	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
168	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
169	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
170	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
171	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
172	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
173	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
174	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
175	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
176	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
177	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
178	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
179	0	-2e-05	-5e-05	1e-05	2e-05	-1e-05	1e-05	-1e-05	0
180	-3e-05	1e-05	0	0	-1e-05	-2e-05	0	-1e-05	0
181	-3e-05	1e-05	0	0	-1e-05	-2e-05	0	-1e-05	0
182	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
183	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
184	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
185	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
186	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
188	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
189	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
190	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
191	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
192	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
193	-1e-05	-2e-05	2e-05	1e-05	2e-05	-2e-05	1e-05	-1e-05	0
194	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
195	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
196	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
197	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
198	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
199	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
200	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
201	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
202	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
203	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
204	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
205	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
206	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
207	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
208	-1e-05	-1e-05	-3e-05	-6e-05	4e-05	1e-05	0	0	0
209	1e-05	1e-05	1e-05	1e-05	1e-05	0	-3e-05	-1e-05	0
210	1e-05	1e-05	1e-05	1e-05	1e-05	0	-3e-05	-1e-05	0
211	1e-05	1e-05	1e-05	1e-05	1e-05	0	-3e-05	-1e-05	0
212	1e-05	1e-05	1e-05	1e-05	1e-05	0	-3e-05	-1e-05	0
213	1e-05	1e-05	1e-05	1e-05	1e-05	0	-3e-05	-1e-05	0
214	1e-05	1e-05	1e-05	1e-05	1e-05	0	-3e-05	-1e-05	0
215	1e-05	1e-05	1e-05	1e-05	1e-05	0	-3e-05	-1e-05	0
216	1e-05	1e-05	1e-05	1e-05	1e-05	0	-3e-05	-1e-05	0
217	1e-05	1e-05	1e-05	1e-05	1e-05	0	-3e-05	-1e-05	0
218	-1e-05	-1e-05	-2e-05	5e-05	1e-05	1e-05	0	0	0
219	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
220	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
221	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
222	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
223	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
224	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
225	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
226	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
227	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
228	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
229	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
230	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
231	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
232	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
233	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
234	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
235	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
236	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
238	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
239	0	0	0	-6e-05	0.00012	-2e-05	-1e-05	-2e-05	0
240	1e-05	-2e-05	-1e-05	1e-05	4e-05	-2e-05	-1e-05	-1e-05	0
241	1e-05	-2e-05	-1e-05	1e-05	4e-05	-2e-05	-1e-05	-1e-05	0
242	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
243	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
244	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
245	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
246	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
247	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
248	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
249	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
250	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
251	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
252	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
253	0	-1e-05	-3e-05	1e-05	0	0	-1e-05	-1e-05	0
254	0	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	0
255	0	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	0
256	0	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	0
257	0	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	0
258	0	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	0
259	0	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	0
260	0	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	0
261	0	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	0
262	0	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	0
263	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
264	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
265	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
266	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
267	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
268	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
269	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
270	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
271	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
272	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
273	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
274	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
275	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
276	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
277	-3e-05	0	1e-05	1e-05	-2e-05	-1e-05	0	-3e-05	0
278	-2e-05	0	-2e-05	0	-3e-05	0	0	-1e-05	0
279	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
280	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
281	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
282	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
283	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
284	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
285	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
286	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
288	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
289	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
290	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
291	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
292	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
293	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
294	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
296	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
297	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
298	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
299	-1e-05	-5e-05	-6e-05	-4e-05	-8e-05	0	-1e-05	-2e-05	0
300	0	0	2e-05	-9e-05	-1e-05	-1e-05	-2e-05	-1e-05	0
301	0	0	2e-05	-9e-05	-1e-05	-1e-05	-2e-05	-1e-05	0
302	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
304	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
305	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
306	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
307	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
308	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
309	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
310	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
312	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
313	-1e-05	1e-05	0	0	-5e-05	0	-1e-05	-1e-05	0
314	0	-2e-05	-4e-05	4e-05	2e-05	-1e-05	0	0	0
316	0	-2e-05	-4e-05	4e-05	2e-05	-1e-05	0	0	0
317	0	-2e-05	-4e-05	4e-05	2e-05	-1e-05	0	0	0
318	0	-2e-05	-4e-05	4e-05	2e-05	-1e-05	0	0	0
319	0	-2e-05	-4e-05	4e-05	2e-05	-1e-05	0	0	0
320	0	-2e-05	-4e-05	4e-05	2e-05	-1e-05	0	0	0
321	0	-2e-05	-4e-05	4e-05	2e-05	-1e-05	0	0	0
322	0	-2e-05	-4e-05	4e-05	2e-05	-1e-05	0	0	0
323	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
324	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
325	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
326	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
327	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
328	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
329	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
330	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
332	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
333	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
334	0	-1e-05	-1e-05	-3e-05	-1e-05	-3e-05	-1e-05	-2e-05	0
